status,universal_id,internal_id,internal_name,internal_team,hkb_id,hkb_name,hkb_team,notes
NO_MATCH,,63444,Yovanny Cruz,NYY,,,,No HKB player found
MATCHED,0000543,12630,Jared Koenig,MIL,QCc0fjBX,Jared Koenig,MIL,Existing registry mapping
MATCHED,0000535,11750,Nick Lodolo,CIN,ouNqtmDH,Nick Lodolo,CIN,Existing registry mapping
MATCHED,0000542,12059,John King,MIA,SDsHUd5C,John King,MIA,Existing registry mapping
MATCHED,0000545,9599,Steven Matz,TB,ft-hq-2p,Steven Matz,TB,Existing registry mapping
MATCHED,0000546,11774,Jack Kochanowicz,LAA,_PX54d7l,Jack Kochanowicz,LAA,Existing registry mapping
MATCHED,0000547,60281,Mike Vasil,CWS,steIxYzy,Mike Vasil,CWS,Existing registry mapping
MATCHED,0000548,12036,Ryan Pepiot,TB,uyk5EaIv,Ryan Pepiot,TB,Existing registry mapping
MATCHED,0000549,12422,Jackson Jobe,DET,qAYlENJW,Jackson Jobe,DET,Existing registry mapping
MATCHED,0000550,11699,Manuel Rodriguez,TB,tDH-NVIP,Manuel Rodriguez,TB,Existing registry mapping
MATCHED,0000551,60350,Jairo Iriarte,CWS,YNvkqIQI,Jairo Iriarte,CWS,Existing registry mapping
MATCHED,0000552,65791,J.D. Thompson,MIL,8jDSU3Ml,J.D. Thompson,MIL,Existing registry mapping
MATCHED,0000569,11794,Ryan Jeffers,MIN,Id_vQ7hk,Ryan Jeffers,MIN,Existing registry mapping
MATCHED,0000561,8967,Paul Goldschmidt,NYY,ViRUin5O,Paul Goldschmidt,NYY,Existing registry mapping
MATCHED,0000565,11448,Brayan Rocchio,CLE,4V3OjmjX,Brayan Rocchio,CLE,Existing registry mapping
MATCHED,0000555,12124,Blaze Jordan,STL,p-dHqL9n,Blaze Jordan,STL,Existing registry mapping
MATCHED,0000563,12393,Elly De La Cruz,CIN,7CSkljUr,Elly De La Cruz,CIN,Existing registry mapping
MATCHED,0000567,10215,Tyler O'Neill,BAL,BnSs7-hJ,Tyler O'Neill,BAL,Existing registry mapping
MATCHED,0000558,12730,Ceddanne Rafaela,BOS,kdsnarYW,Ceddanne Rafaela,BOS,Existing registry mapping
MATCHED,0000559,12557,Heriberto Hernandez,MIA,YzffKWuM,Heriberto Hernandez,MIA,Existing registry mapping
MATCHED,0000560,12056,Michael Harris II,ATL,pvvbGRpt,Michael Harris II,ATL,Existing registry mapping
MATCHED,0000566,9385,Marcell Ozuna,PIT,hl_qTzxP,Marcell Ozuna,PIT,Existing registry mapping
MATCHED,0000553,10879,Gavin Sheets,SD,vhOu8CP9,Gavin Sheets,SD,Existing registry mapping
MATCHED,0000556,11891,Taylor Walls,TB,CAIsjjfp,Taylor Walls,TB,Existing registry mapping
MATCHED,0000564,9883,Josh Bell,MIN,4acgGy94,Josh Bell,MIN,Existing registry mapping
MATCHED,0000554,60776,Jose Caballero,NYY,0qY4Fr0p,José Caballero,NYY,Existing registry mapping
MATCHED,0000562,12454,Denzer Guzman,LAA,PhZO4EQs,Denzer Guzman,LAA,Existing registry mapping
MATCHED,0000568,11370,Oneil Cruz,PIT,vIf0ld_9,Oneil Cruz,PIT,Existing registry mapping
MATCHED,0000570,9573,Carlos Correa,HOU,-a5WW8SF,Carlos Correa,HOU,Existing registry mapping
MATCHED,0000571,12351,Brendan Donovan,SEA,hbryZ_0k,Brendan Donovan,SEA,Existing registry mapping
MATCHED,0000572,10591,Harrison Bader,SF,ccJ8ViVp,Harrison Bader,SF,Existing registry mapping
MATCHED,0000557,10544,Miguel Andujar,SD,2F86z9Go,Miguel Andujar,SD,Existing registry mapping
MATCHED,0000573,12589,Joey Wiemer,WSH,sir-Ag0i,Joey Wiemer,WSH,Existing registry mapping
MATCHED,0000574,64334,Walker Janek,HOU,bJHAgp1V,Walker Janek,HOU,Existing registry mapping
MATCHED,0000575,62959,Yohandy Morales,WSH,llGqCGnQ,Yohandy Morales,WSH,Existing registry mapping
MATCHED,0000576,64319,Bryce Rainer,DET,BtBjlD6T,Bryce Rainer,DET,Existing registry mapping
MATCHED,0000577,65780,Charles Davalan,LAD,F2uHIwud,Charles Davalan,LAD,Existing registry mapping
MATCHED,0000578,12133,Zac Veen,COL,4tb751Sn,Zac Veen,COL,Existing registry mapping
MATCHED,0000579,12556,Carson Williams,TB,ZQTOCYg0,Carson Williams,TB,Existing registry mapping
MATCHED,0000580,8780,Chris Sale,ATL,cm3i2kSH,Chris Sale,ATL,Existing registry mapping
MATCHED,0000594,11763,Tarik Skubal,DET,iTi0KaMv,Tarik Skubal,DET,Existing registry mapping
MATCHED,0000582,10867,Shane Bieber,TOR,YRJtMK2F,Shane Bieber,TOR,Existing registry mapping
MATCHED,0000592,10514,Luis Castillo,SEA,6rGsf9-M,Luis Castillo,SEA,Existing registry mapping
MATCHED,0000581,12658,Huascar Brazoban,NYM,6s2KwAWY,Huascar Brazoban,NYM,Existing registry mapping
MATCHED,0000590,12114,Tyler Wells,BAL,O7LCsvm4,Tyler Wells,BAL,Existing registry mapping
MATCHED,0000591,9868,Sean Newcomb,CWS,yo33AfSm,Sean Newcomb,CWS,Existing registry mapping
MATCHED,0000586,12158,J.T. Ginn,ATH,qqoaB_Xo,J.T. Ginn,ATH,Existing registry mapping
MATCHED,0000587,12616,Colin Holderman,CLE,ZdgxTrj5,Colin Holderman,CLE,Existing registry mapping
MATCHED,0000588,10217,Luke Weaver,NYM,AGYNQhPm,Luke Weaver,NYM,Existing registry mapping
MATCHED,0000589,10467,Peter Lambert,HOU,2jRRxIpl,Peter Lambert,HOU,Existing registry mapping
MATCHED,0000584,10894,Griffin Canning,SD,aeg3vbWR,Griffin Canning,SD,Existing registry mapping
MATCHED,0000583,64985,Cam Schlittler,NYY,MumsuJ0n,Cam Schlittler,NYY,Existing registry mapping
MATCHED,0000593,62972,Paul Skenes,PIT,jlWywUPe,Paul Skenes,PIT,Existing registry mapping
MATCHED,0000596,12590,Ronel Blanco,HOU,VHn863gK,Ronel Blanco,HOU,Existing registry mapping
MATCHED,0000595,11009,Jason Adam,SD,CGfKayIr,Jason Adam,SD,Existing registry mapping
MATCHED,0000597,10683,Nick Pivetta,SD,T1RSIoCh,Nick Pivetta,SD,Existing registry mapping
MATCHED,0000598,64342,Bryce Cunningham,NYY,jExxNG3E,Bryce Cunningham,NYY,Existing registry mapping
MATCHED,0000599,65737,Tyler Bremner,LAA,ORotepaw,Tyler Bremner,LAA,Existing registry mapping
MATCHED,0000600,65755,Patrick Forbes,AZ,7C2CIip0,Patrick Forbes,AZ,Existing registry mapping
MATCHED,0000601,12514,Henry Davis,PIT,32wtzBOh,Henry Davis,PIT,Existing registry mapping
MATCHED,0000602,9595,Dominic Smith,ATL,Ui2rPHaL,Dominic Smith,ATL,Existing registry mapping
MATCHED,0000612,11747,Tyler Callihan,PIT,I0pjl8DQ,Tyler Callihan,PIT,Existing registry mapping
MATCHED,0000604,11700,Zach McKinstry,DET,t0kK9Tj7,Zach McKinstry,DET,Existing registry mapping
MATCHED,0000605,12534,Edwin Arroyo,CIN,u4OGPBH0,Edwin Arroyo,CIN,Existing registry mapping
MATCHED,0000616,62973,Wyatt Langford,TEX,bkH5FFIj,Wyatt Langford,TEX,Existing registry mapping
MATCHED,0000607,60138,Chase DeLauter,CLE,O6hcs_pL,Chase DeLauter,CLE,Existing registry mapping
MATCHED,0000610,64329,Carson Benge,NYM,wCpHU0Jo,Carson Benge,NYM,Existing registry mapping
MATCHED,0000609,60061,Dominic Canzone,SEA,pOth0iKh,Dominic Canzone,SEA,Existing registry mapping
MATCHED,0000611,10877,Jake Burger,TEX,SHCHBL4t,Jake Burger,TEX,Existing registry mapping
MATCHED,0000603,11309,Kody Clemens,MIN,1UwevZDy,Kody Clemens,MIN,Existing registry mapping
MATCHED,0000606,10875,Ryan Vilade,TB,HFsQWtAf,Ryan Vilade,TB,Existing registry mapping
MATCHED,0000608,11347,Trevor Larnach,MIN,0U3bF2es,Trevor Larnach,MIN,Existing registry mapping
MATCHED,0000613,60170,Jace Jung,DET,iugbfipC,Jace Jung,DET,Existing registry mapping
MATCHED,0000614,62758,CJ Kayfus,CLE,vaOWLClo,C.J. Kayfus,CLE,Existing registry mapping
MATCHED,0000617,12741,Addison Barger,TOR,S9Byvj3l,Addison Barger,TOR,Existing registry mapping
MATCHED,0000618,9557,Javier Baez,DET,4kvkfI-q,Javier Báez,DET,Existing registry mapping
MATCHED,0000619,12478,Tyler Black,MIL,jzwV43Ar,Tyler Black,MIL,Existing registry mapping
MATCHED,0000620,63538,Jefferson Rojas,CHC,zifpQaj7,Jefferson Rojas,CHC,Existing registry mapping
MATCHED,0000621,62978,Arjun Nimmala,TOR,PYcZnd2y,Arjun Nimmala,TOR,Existing registry mapping
MATCHED,0000622,65750,Gavin Fien,WSH,vcAgfOOL,Gavin Fien,WSH,Existing registry mapping
MATCHED,0000623,65743,Devin Taylor,ATH,swc3lYyn,Devin Taylor,ATH,Existing registry mapping
MATCHED,0000624,65738,Daniel Pierce,TB,kBT3oxzh,Daniel Pierce,TB,Existing registry mapping
MATCHED,0000625,9168,Patrick Corbin,TOR,u1Jo26X4,Patrick Corbin,TOR,Existing registry mapping
MATCHED,0000635,10444,Bryan Hudson,CWS,aGcdeonU,Bryan Hudson,CWS,Existing registry mapping
MATCHED,0000636,12169,Carmen Mlodzinski,PIT,kbtX0KOq,Carmen Mlodzinski,PIT,Existing registry mapping
MATCHED,0000626,11397,Matthew Liberatore,STL,sR5CohxE,Matthew Liberatore,STL,Existing registry mapping
MATCHED,0000627,66492,Tatsuya Imai,HOU,0STkbSzT,Tatsuya Imai,HOU,Existing registry mapping
MATCHED,0000632,10985,Tyler Kinley,ATL,fHTZEB-i,Tyler Kinley,ATL,Existing registry mapping
MATCHED,0000633,10145,Tyron Guerrero,BOS,FO73D0mG,Tyron Guerrero,BOS,Existing registry mapping
MATCHED,0000631,11597,Pete Fairbanks,MIA,kKjpvhMR,Pete Fairbanks,MIA,Existing registry mapping
MATCHED,0000637,63091,Erik Sabrowski,CLE,iL7TH9oT,Erik Sabrowski,CLE,Existing registry mapping
MATCHED,0000634,12387,Caleb Kilian,SF,tU1qwLhV,Caleb Kilian,SF,Existing registry mapping
MATCHED,0000630,10176,Antonio Senzatela,COL,vOgHcMJZ,Antonio Senzatela,COL,Existing registry mapping
MATCHED,0000628,12523,Robert Gasser,MIL,8ZZGtGIS,Robert Gasser,MIL,Existing registry mapping
MATCHED,0000343,60907,Jared Jones,PIT,EAONk8Sh,Jared Jones,PIT,Existing registry mapping
MATCHED,0000638,60175,Troy Melton,DET,By8VOWW0,Troy Melton,DET,Existing registry mapping
MATCHED,0000629,63577,River Ryan,LAD,dnhkn7Nv,River Ryan,LAD,Existing registry mapping
MATCHED,0000639,12110,Will Vest,DET,YwjwkOJj,Will Vest,DET,Existing registry mapping
MATCHED,0000640,11838,Johan Oviedo,BOS,prQxYVBm,Johan Oviedo,BOS,Existing registry mapping
MATCHED,0000641,10526,Cody Ponce,TOR,fRcMWBiP,Cody Ponce,TOR,Existing registry mapping
MATCHED,0000642,60269,David Festa,MIN,hGwIUz38,David Festa,MIN,Existing registry mapping
MATCHED,0000643,12166,Mick Abel,MIN,uuW95lFy,Mick Abel,MIN,Existing registry mapping
MATCHED,0000644,64346,Braylon Doughty,CLE,nI3jRKX7,Braylon Doughty,CLE,Existing registry mapping
MATCHED,0000645,64315,Hagen Smith,CWS,rZeADWc2,Hagen Smith,CWS,Existing registry mapping
MATCHED,0000646,62986,Thomas White,MIA,5BOW3a2a,Thomas White,MIA,Existing registry mapping
MATCHED,0000647,65775,AJ Russell,TEX,JlfNhnUc,AJ Russell,TEX,Existing registry mapping
MATCHED,0000648,62137,Ben Rice,NYY,tnK0MWh5,Ben Rice,NYY,Existing registry mapping
MATCHED,0000649,10166,Willson Contreras,BOS,6l_IiphY,Willson Contreras,BOS,Existing registry mapping
MATCHED,0000650,11343,Brice Turang,MIL,1NMmRfnS,Brice Turang,MIL,Existing registry mapping
MATCHED,0000651,9606,Max Muncy,LAD,kW9PCOVh,Max Muncy,LAD,Existing registry mapping
MATCHED,0000652,10056,Trea Turner,PHI,xBQT-Lta,Trea Turner,PHI,Existing registry mapping
MATCHED,0000659,11735,Jarren Duran,BOS,rwWUB5IO,Jarren Duran,BOS,Existing registry mapping
MATCHED,0000059,11104,Randy Arozarena,SEA,TowmN01T,Randy Arozarena,SEA,Existing registry mapping
MATCHED,0000655,10504,Cody Bellinger,NYY,ZiG9QxMT,Cody Bellinger,NYY,Existing registry mapping
MATCHED,0000654,11596,Tommy Edman,LAD,2FuE6kpt,Tommy Edman,LAD,Existing registry mapping
MATCHED,0000657,9339,George Springer,TOR,mYVVQBtE,George Springer,TOR,Existing registry mapping
MATCHED,0000660,62119,Jakob Marsee,MIA,RiEs4jVj,Jakob Marsee,MIA,Existing registry mapping
MATCHED,0000653,12657,Michael Massey,KC,9sgskULN,Michael Massey,KC,Existing registry mapping
MATCHED,0000656,63648,Liam Hicks,MIA,6E0LkzYu,Liam Hicks,MIA,Existing registry mapping
MATCHED,0000658,11378,Esteury Ruiz,MIA,ixw8IViz,Esteury Ruiz,MIA,Existing registry mapping
MATCHED,0000664,60131,Christian Encarnacion-Strand,BAL,uyMxkWd4,Christian Encarnacion-Strand,BAL,Existing registry mapping
MATCHED,0000662,10205,Matt Chapman,SF,XrFKqRZh,Matt Chapman,SF,Existing registry mapping
MATCHED,0000663,9877,Aaron Judge,NYY,q1gmmLSs,Aaron Judge,NYY,Existing registry mapping
MATCHED,0000661,62882,Cooper Ingle,CLE,KBCDSMMM,Cooper Ingle,CLE,Existing registry mapping
MATCHED,0000666,63189,Jonathon Long,CHC,iOuBt5X2,Jonathon Long,CHC,Existing registry mapping
MATCHED,0000667,62225,Ethan Salas,SD,CSZ3XjPB,Ethan Salas,SD,Existing registry mapping
MATCHED,0000668,65000,Bo Davidson,SF,pqEydA68,Bo Davidson,SF,Existing registry mapping
MATCHED,0000669,65811,Kane Kepley,CHC,UBHBSwvR,Kane Kepley,CHC,Existing registry mapping
MATCHED,0000670,66490,Raudi Rodriguez,LAA,2V7mTJNd,Raudi Rodriguez,LAA,Existing registry mapping
MATCHED,0000681,11661,Michael King,SD,twJdmDiL,Michael King,SD,Existing registry mapping
MATCHED,0000672,63581,Justin Wrobleski,LAD,GDH8iiOG,Justin Wrobleski,LAD,Existing registry mapping
MATCHED,0000683,60223,Walbert Urena,LAA,M883GO5r,Walbert Urena,LAA,Existing registry mapping
MATCHED,0000673,65029,Spencer Miles,TOR,Y8VUI79L,Spencer Miles,TOR,Existing registry mapping
MATCHED,0000675,11251,Merrill Kelly,AZ,aWI5oZ4O,Merrill Kelly,AZ,Existing registry mapping
MATCHED,0000676,11806,Yoendrys Gomez,MIN,x8xY4xiZ,Yoendrys Gomez,MIN,Existing registry mapping
MATCHED,0000677,11920,Alex Vesia,LAD,IOtaK6eK,Alex Vesia,LAD,Existing registry mapping
MATCHED,0000679,11998,Bryan Baker,TB,tcLPiQxw,Bryan Baker,TB,Existing registry mapping
MATCHED,0000680,12092,Eduard Bazardo,SEA,DxelDQj6,Eduard Bazardo,SEA,Existing registry mapping
MATCHED,0000937,12737,Keaton Winn,SF,YkZvxl2b,Keaton Winn,SF,Existing registry mapping
MATCHED,0000671,10152,Reynaldo Lopez,ATL,VwBd0YFi,Reynaldo López,ATL,Existing registry mapping
MATCHED,0000685,9123,Jameson Taillon,CHC,ZuiXD4gk,Jameson Taillon,CHC,Existing registry mapping
MATCHED,0000695,60430,Mitch Bratt,AZ,j2Emc5Wj,Mitch Bratt,AZ,Existing registry mapping
MATCHED,0000674,9691,Robbie Ray,SF,aJIA_EXs,Robbie Ray,SF,Existing registry mapping
MATCHED,0000693,11478,Patrick Sandoval,BOS,viF46bho,Patrick Sandoval,BOS,Existing registry mapping
MATCHED,0000684,10423,Michael Soroka,AZ,5DeOXx9P,Michael Soroka,AZ,Existing registry mapping
MATCHED,0000686,9799,Chris Bassitt,BAL,9XhnfDpB,Chris Bassitt,BAL,Existing registry mapping
MATCHED,0000688,11560,Jake Irvin,WSH,21qIQEKH,Jake Irvin,WSH,Existing registry mapping
MATCHED,0000689,11263,Yusei Kikuchi,LAA,PXgnZN-b,Yusei Kikuchi,LAA,Existing registry mapping
MATCHED,0000690,11431,Kutter Crawford,BOS,-xH5e97G,Kutter Crawford,BOS,Existing registry mapping
MATCHED,0000691,11820,Quinn Priester,MIL,kfLwyh65,Quinn Priester,MIL,Existing registry mapping
MATCHED,0000692,11057,Pablo Lopez,MIN,OYUlg7Vg,Pablo López,MIN,Existing registry mapping
MATCHED,0000694,9879,Luis Severino,ATH,wrQEre-G,Luis Severino,ATH,Existing registry mapping
MATCHED,0000682,60645,Stephen Kolek,KC,DavIPvLf,Stephen Kolek,KC,Existing registry mapping
MATCHED,0000696,64345,David Shields,KC,GIOhx3Yn,David Shields,KC,Existing registry mapping
MATCHED,0000697,66456,Gage Stanifer,TOR,d2YbelPq,Gage Stanifer,TOR,Existing registry mapping
MATCHED,0000698,9015,Salvador Perez,KC,Fcqv--YU,Salvador Perez,KC,Existing registry mapping
MATCHED,0000707,10465,Yandy Diaz,TB,bV5mKJRK,Yandy Díaz,TB,Existing registry mapping
MATCHED,0000700,60266,Brooks Lee,MIN,a-KkYv28,Brooks Lee,MIN,Existing registry mapping
MATCHED,0000701,9111,Manny Machado,SD,t0VoMhik,Manny Machado,SD,Existing registry mapping
MATCHED,0000702,9893,Willy Adames,SF,loiU8qM_,Willy Adames,SF,Existing registry mapping
MATCHED,0000938,12700,Jared Young,NYM,OEYPhlkv,Jared Young,NYM,Existing registry mapping
MATCHED,0000704,12522,Jackson Merrill,SD,B_QWhEvg,Jackson Merrill,SD,Existing registry mapping
MATCHED,0000703,11265,Jake McCarthy,COL,vm83SBym,Jake McCarthy,COL,Existing registry mapping
MATCHED,0000699,61787,TJ Rumfield,COL,nunVWnQ0,T.J. Rumfield,COL,Existing registry mapping
MATCHED,0000706,10183,Alex Bregman,CHC,IHz2pH3D,Alex Bregman,CHC,Existing registry mapping
MATCHED,0000705,9866,Derek Hill,PHI,4HnJSqzv,Derek Hill,PHI,Existing registry mapping
MATCHED,0000709,11878,Luisangel Acuna,CWS,mcBRB5eO,Luisangel Acuña,CWS,Existing registry mapping
MATCHED,0000715,12532,Harry Ford,WSH,CihgeB1I,Harry Ford,WSH,Existing registry mapping
MATCHED,0000520,12763,Masataka Yoshida,BOS,W3BSEetr,Masataka Yoshida,BOS,Existing registry mapping
SUGGESTED_MATCH,,65774,Alex Lodise,ATL,rER4cZwO,Alex Lodise,ATL,Name/team match. Awaiting registry approval
MATCHED,0000708,11732,Adley Rutschman,BAL,iVfJD0m1,Adley Rutschman,BAL,Existing registry mapping
MATCHED,0000712,10917,Brent Rooker,ATH,O3ozHJ3B,Brent Rooker,ATH,Existing registry mapping
MATCHED,0000713,11127,Adolis Garcia,PHI,zCnLCsnk,Adolis García,PHI,Existing registry mapping
MATCHED,0000714,8634,Giancarlo Stanton,NYY,w55MDXyv,Giancarlo Stanton,NYY,Existing registry mapping
MATCHED,0000952,64629,Ronny Cruz,WSH,gQHMqMnP,Ronny Cruz,WSH,Existing registry mapping
MATCHED,0000716,63615,Starlyn Caba,MIA,l8xaYxH0,Starlyn Caba,MIA,Existing registry mapping
MATCHED,0000717,64352,Tyson Lewis,CIN,i5H0ngpM,Tyson Lewis,CIN,Existing registry mapping
MATCHED,0000718,64360,Jared Thomas,COL,LC2yT2l8,Jared Thomas,COL,Existing registry mapping
MATCHED,0000719,64328,Slade Caldwell,AZ,Fe7HZVbP,Slade Caldwell,AZ,Existing registry mapping
MATCHED,0000720,65725,Aiva Arquette,MIA,z1KwgSaE,Aiva Arquette,MIA,Existing registry mapping
MATCHED,0000721,65726,Billy Carlson,CWS,XpvwkPRW,Billy Carlson,CWS,Existing registry mapping
MATCHED,0000722,62858,Kemp Alderman,MIA,qBBUNCPg,Kemp Alderman,MIA,Existing registry mapping
MATCHED,0000939,65898,Ethan Frey,HOU,NMtF06LY,Ethan Frey,HOU,Existing registry mapping
MATCHED,0000723,11381,Logan Gilbert,SEA,5sdFhmHQ,Logan Gilbert,SEA,Existing registry mapping
MATCHED,0000724,9651,Nick Martinez,TB,e6r5GWnD,Nick Martinez,TB,Existing registry mapping
MATCHED,0000725,11988,Emerson Hancock,SEA,g90DaCwa,Emerson Hancock,SEA,Existing registry mapping
MATCHED,0000726,10509,Walker Buehler,SD,dZCBUgBf,Walker Buehler,SD,Existing registry mapping
MATCHED,0000953,60145,Gabriel Hughes,COL,Ni1xn7v5,Gabriel Hughes,COL,Existing registry mapping
MATCHED,0000728,12665,Hunter Gaddis,CLE,i1geRi2E,Hunter Gaddis,CLE,Existing registry mapping
MATCHED,0000729,10131,Josh Hader,HOU,PjJyZRSl,Josh Hader,HOU,Existing registry mapping
MATCHED,0000731,64030,Brandyn Garcia,AZ,H5rouNCj,Brandyn Garcia,AZ,Existing registry mapping
NO_MATCH,,12756,Tom Cosgrove,WSH,,,,No HKB player found
MATCHED,0000732,12690,Fernando Cruz,NYY,HA_igEU4,Fernando Cruz,NYY,Existing registry mapping
MATCHED,0000727,9863,Kyle Freeland,COL,aibm-dnO,Kyle Freeland,COL,Existing registry mapping
MATCHED,0000736,12333,JP Sears,SD,0msC-z0d,JP Sears,SD,Existing registry mapping
MATCHED,0000734,64367,Ryan Johnson,LAA,Im2GsCID,Ryan Johnson,LAA,Existing registry mapping
MATCHED,0000733,64813,Brandon Young,BAL,xE0sTzbt,Brandon Young,BAL,Existing registry mapping
MATCHED,0000735,12265,Ryan Feltner,COL,f0UWPWkA,Ryan Feltner,COL,Existing registry mapping
MATCHED,0000738,10864,Tony Santillan,CIN,1ZspOxJV,Tony Santillan,CIN,Existing registry mapping
MATCHED,0000739,12354,Robert Suarez,ATL,ouchuBSb,Robert Suarez,ATL,Existing registry mapping
MATCHED,0000740,10569,Clay Holmes,NYM,lH5wDvTo,Clay Holmes,NYM,Existing registry mapping
MATCHED,0000741,10610,Cole Ragans,KC,WvHK__8E,Cole Ragans,KC,Existing registry mapping
MATCHED,0000742,12156,Cole Sands,MIN,-j2Gkowy,Cole Sands,MIN,Existing registry mapping
MATCHED,0000743,10946,Ryan Helsley,BAL,ukOvzi6i,Ryan Helsley,BAL,Existing registry mapping
MATCHED,0000744,63190,Brody Hopkins,TB,8tqDXe4j,Brody Hopkins,TB,Existing registry mapping
MATCHED,0000746,12530,Brandon Valenzuela,TOR,n4YX5ABy,Brandon Valenzuela,TOR,Existing registry mapping
MATCHED,0000747,9605,Matt Olson,ATL,wUOMZU_L,Matt Olson,ATL,Existing registry mapping
MATCHED,0000748,12501,Max Muncy,ATH,ZtxqkzZV,Max Muncy,ATH,Existing registry mapping
MATCHED,0000749,10420,Austin Riley,ATL,mXEYFLGV,Austin Riley,ATL,Existing registry mapping
MATCHED,0000750,12413,Colson Montgomery,CWS,sMXrWwy0,Colson Montgomery,CWS,Existing registry mapping
MATCHED,0000756,64150,Esmerlyn Valdez,PIT,KHahdHRJ,Esmerlyn Valdez,PIT,Existing registry mapping
MATCHED,0000751,11782,JJ Bleday,CIN,JzKxO9jd,JJ Bleday,CIN,Existing registry mapping
MATCHED,0000753,10600,Jake Bauers,MIL,5yG2Zjdk,Jake Bauers,MIL,Existing registry mapping
MATCHED,0000754,11781,Miguel Vargas,CWS,HAgfs2QP,Miguel Vargas,CWS,Existing registry mapping
MATCHED,0000755,62957,Bryce Eldridge,SF,3GO1SV7m,Bryce Eldridge,SF,Existing registry mapping
SUGGESTED_MATCH,,60064,Tim Tawa,AZ,B9q5itoE,Tim Tawa,AZ,Name/team match. Awaiting registry approval
MATCHED,0000757,9414,Joc Pederson,TEX,pY2ypoBZ,Joc Pederson,TEX,Existing registry mapping
MATCHED,0000763,11802,Kevin Alcantara,CHC,LUVfP2iJ,Kevin Alcántara,CHC,Existing registry mapping
MATCHED,0000615,11348,Luke Raley,SEA,e6HRZHBW,Luke Raley,SEA,Existing registry mapping
MATCHED,0000761,11310,Parker Meadows,DET,GlvLlH3A,Parker Meadows,DET,Existing registry mapping
MATCHED,0000762,12400,Angel Martinez,CLE,O3N-reT-,Angel Martinez,CLE,Existing registry mapping
MATCHED,0000764,63633,Sebastian Walcott,TEX,F-HqqYTh,Sebastian Walcott,TEX,Existing registry mapping
MATCHED,0000765,60279,Jett Williams,MIL,wXCJTI-f,Jett Williams,MIL,Existing registry mapping
MATCHED,0000766,64967,Eduardo Quintero,LAD,bJbSPjuI,Eduardo Quintero,LAD,Existing registry mapping
MATCHED,0000767,65735,Kayson Cunningham,AZ,Dqq5Q3ey,Kayson Cunningham,AZ,Existing registry mapping
MATCHED,0000768,12539,Gabriel Gonzalez,MIN,QIs0EVJX,Gabriel Gonzalez,MIN,Existing registry mapping
MATCHED,0000781,63027,Grant Taylor,CWS,NtN4nNEk,Grant Taylor,CWS,Existing registry mapping
MATCHED,0000770,60650,Landen Roupp,SF,NH80Zs90,Landen Roupp,SF,Existing registry mapping
MATCHED,0000773,60292,Christian Scott,NYM,WaosWQFM,Christian Scott,NYM,Existing registry mapping
MATCHED,0000771,12549,Michael McGreevy,STL,bBUeLrth,Michael McGreevy,STL,Existing registry mapping
MATCHED,0000780,12682,Javier Assad,CHC,H5Hj-71Z,Javier Assad,CHC,Existing registry mapping
MATCHED,0000775,12505,Mason Miller,SD,ya2ZsUXP,Mason Miller,SD,Existing registry mapping
MATCHED,0000776,12768,Kevin Kelly,TB,akspmccI,Kevin Kelly,TB,Existing registry mapping
MATCHED,0000777,12014,Clayton Beeter,WSH,TCYHSWUq,Clayton Beeter,WSH,Existing registry mapping
MATCHED,0000822,9896,Jeff Hoffman,TOR,11nzTfDv,Jeff Hoffman,TOR,Existing registry mapping
MATCHED,0000783,60042,Parker Messick,CLE,lOC-J8KF,Parker Messick,CLE,Existing registry mapping
MATCHED,0000782,63017,Brandon Sproat,MIL,7B8q7GMI,Brandon Sproat,MIL,Existing registry mapping
MATCHED,0000779,12345,Kyle Bradish,BAL,7wRhRlzR,Kyle Bradish,BAL,Existing registry mapping
MATCHED,0000772,60295,Will Warren,NYY,aYJHAf3K,Will Warren,NYY,Existing registry mapping
MATCHED,0000778,11706,Cristopher Sanchez,PHI,cd6CbYEE,Cristopher Sánchez,PHI,Existing registry mapping
MATCHED,0000774,60056,Brandon Pfaadt,AZ,4iwAPmEI,Brandon Pfaadt,AZ,Existing registry mapping
MATCHED,0000769,11398,Shane McClanahan,TB,DGGdD6d6,Shane McClanahan,TB,Existing registry mapping
MATCHED,0000785,12278,Matt Brash,SEA,CEN2CGQ6,Matt Brash,SEA,Existing registry mapping
MATCHED,0000786,10926,Clarke Schmidt,NYY,LqnoxpoV,Clarke Schmidt,NYY,Existing registry mapping
MATCHED,0000788,60218,Ben Joyce,LAA,TXhoGBU_,Ben Joyce,LAA,Existing registry mapping
MATCHED,0000789,12194,Anthony Bender,MIA,WSZEYziq,Anthony Bender,MIA,Existing registry mapping
MATCHED,0000784,62958,Hurston Waldrep,ATL,638FcCN2,Hurston Waldrep,ATL,Existing registry mapping
MATCHED,0000790,65723,Jamie Arnold,ATH,Ys2i40yK,Jamie Arnold,ATH,Existing registry mapping
MATCHED,0000791,64978,Jonah Tong,NYM,PP4q5s9Q,Jonah Tong,NYM,Existing registry mapping
MATCHED,0000792,62806,Trey Gibson,BAL,ifS2GV5Z,Trey Gibson,BAL,Existing registry mapping
MATCHED,0000793,11531,Cal Raleigh,SEA,JMCYjjWv,Cal Raleigh,SEA,Existing registry mapping
MATCHED,0000794,11866,Andrew Vaughn,MIL,oVl6zDjA,Andrew Vaughn,MIL,Existing registry mapping
